meeting_id,bank,meeting_date,meeting_cycle_score,meeting_score_change,rolling_3_meeting_score,rolling_6_meeting_score,rolling_3_score_change,rolling_6_score_change,shift_signal,next_decision,next_rate_change_bps,next_decision_alignment,next_rate_change_alignment,score_change_bucket,validation_note
BOE_2024_06_D,BOE,2024-06-01,-0.9286981703771552,-1.8156156719637,2.464068110499284,2.3884566487068777,0.2904339432076144,-1.4692692786606174,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
BOE_2025_06_A,BOE,2025-06-01,4.77618082852673,5.704878998903885,1.5781333865787064,2.339173453076716,-0.8859347239205777,-0.049283195630161813,hawkish_shift,hike,150.0,True,True,>= 2.5,
BOE_2025_06_B,BOE,2025-06-01,-1.418947501009618,-6.195128329536348,0.8095117190466522,1.491572943169161,-0.7686216675320542,-0.847600509907555,dovish_shift,hold,0.0,False,False,<= -2.5,
BOE_2025_06_C,BOE,2025-06-01,-4.437895002019237,-3.0189475010096194,-0.3602205581673751,1.0519237761659546,-1.1697322772140273,-0.43964916700320633,dovish_shift,hold,0.0,False,False,<= -2.5,
BOE_2025_06_D,BOE,2025-06-01,-0.6579976985040275,3.77989730351521,-2.1716134005109606,-0.2967400069661272,-1.8113928423435857,-1.3486637831320818,hawkish_shift,hold,0.0,False,False,>= 2.5,
BOE_2026_06_A,BOE,2026-06-01,0.2980449991346128,0.9560426976386402,-1.5992825671295507,-0.3948854240414492,0.5723308333814099,-0.09814541707532204,stable,cut,-150.0,False,False,-1.0 to 1.0,
BOE_2026_06_B,BOE,2026-06-01,0.0347080877815288,-0.263336911353084,-0.1084148705292952,-0.2343177143483351,1.4908676966002556,0.16056770969311412,stable,,,,,-1.0 to 1.0,
BOJ_2026_01,BOJ,2026-01-23,0.1125783318733266,,0.1125783318733266,0.1125783318733266,,,stable,hold,0.0,True,True,,
BOJ_2026_03,BOJ,2026-03-19,0.0,-0.1125783318733266,0.0562891659366633,0.0562891659366633,-0.0562891659366633,-0.0562891659366633,stable,hold,0.0,True,True,-1.0 to 1.0,
BOJ_2026_04,BOJ,2026-04-28,0.0,0.0,0.0375261106244422,0.0375261106244422,-0.018763055312221097,-0.018763055312221097,stable,,,,,-1.0 to 1.0,
ECB_2021_01,ECB,2021-01-21,-0.3825029259408832,,-0.3825029259408832,-0.3825029259408832,,,stable,hold,0.0,True,True,,
ECB_2021_03,ECB,2021-03-11,-0.0426666666666666,0.3398362592742165,-0.2125847963037749,-0.2125847963037749,0.1699181296371083,0.1699181296371083,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2021_04,ECB,2021-04-22,0.16,0.2026666666666666,-0.0883898642025166,-0.0883898642025166,0.12419493210125829,0.12419493210125829,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2021_06,ECB,2021-06-10,0.4800000000000001,0.32,0.1991111111111111,0.0537076018481125,0.2875009753136277,0.1420974660506291,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2021_07,ECB,2021-07-22,0.0,-0.4800000000000001,0.2133333333333333,0.04296608147849,0.014222222222222192,-0.010741520369622497,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2021_09,ECB,2021-09-09,0.0,0.0,0.16,0.0358050678987417,-0.05333333333333329,-0.007161013579748299,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2021_10,ECB,2021-10-28,0.0203207342838892,0.0203207342838892,0.0067735780946297,0.1029423446028704,-0.1532264219053703,0.0671372767041287,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2021_12,ECB,2021-12-16,0.0,-0.0203207342838892,0.0067735780946297,0.1100534557139815,0.0,0.007111111111111096,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2022_02,ECB,2022-02-03,-0.068612443204764,-0.068612443204764,-0.0160972363069582,0.0719513818465208,-0.022870814401587898,-0.03810207386746069,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2022_03,ECB,2022-03-10,-1.2225071818548952,-1.153894738650131,-0.4303732083532197,-0.211799815129295,-0.4142759720462615,-0.2837511969758158,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
ECB_2022_04,ECB,2022-04-14,-1.2148760330578512,0.0076311487970439,-0.8353318860391701,-0.4142791539722701,-0.4049586776859504,-0.20247933884297512,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2022_06,ECB,2022-06-09,0.004040404040404,1.2189164370982553,-0.8111142702907808,-0.4136057532988695,0.02421761574838932,0.0006734006734006037,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
ECB_2022_07,ECB,2022-07-21,-1.9064115917351423,-1.9104519957755464,-1.0390824069175295,-0.7347278076353748,-0.22796813662674875,-0.3211220543365053,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
ECB_2022_09,ECB,2022-09-08,-1.0884374545244755,0.8179741372106668,-0.9969362140730712,-0.9161340500561206,0.04214619284445831,-0.18140624242074577,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2022_10,ECB,2022-10-27,-1.2162480578488557,-0.1278106033243802,-1.4036990347028244,-1.1074066524968025,-0.4067628206297532,-0.1912726024406819,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2022_12,ECB,2022-12-15,-1.1454545454545453,0.0707935123943104,-1.1500466859426255,-1.0945645464300775,0.25365234876019893,0.012842106066724979,stable,hike,50.0,False,False,-1.0 to 1.0,
ECB_2023_02,ECB,2023-02-02,-1.247272727272727,-0.1018181818181818,-1.2029917768587093,-1.0999639954658902,-0.05294509091608379,-0.005399449035812687,stable,hike,50.0,False,False,-1.0 to 1.0,
ECB_2023_03,ECB,2023-03-16,-1.2575165151252912,-0.010243787852564,-1.2167479292841878,-1.310223481993506,-0.013756152425478563,-0.21025948652761572,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2023_05,ECB,2023-05-04,-1.0654545454545452,0.1920619696707459,-1.190081262617521,-1.1700639742800734,0.02666666666666684,0.14015950771343255,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2023_06,ECB,2023-06-15,-1.359521534113855,-0.2940669886593097,-1.2274975315645635,-1.2152446542116364,-0.03741626894704253,-0.04518067993156305,stable,hike,25.0,False,False,-1.0 to 1.0,
ECB_2023_07,ECB,2023-07-27,-1.16253261214007,0.1969889219737848,-1.19583623056949,-1.206292079926839,0.03166130099507347,0.008952574284797343,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2023_09,ECB,2023-09-14,-1.161616161616161,0.0009164505239089,-1.227890102623362,-1.2089856826204417,-0.03205387205387189,-0.002693602693602637,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2023_10,ECB,2023-10-26,-1.2063476894092366,-0.0447315277930755,-1.1768321543884892,-1.2021648429765266,0.05105794823487275,0.006820839643915111,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2023_12,ECB,2023-12-14,-1.2727272727272725,-0.0663795833180358,-1.2135637079175563,-1.2046999692435234,-0.036731553529067096,-0.002535126266996812,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2024_01,ECB,2024-01-25,-1.2303030303030302,0.0424242424242422,-1.2364593308131795,-1.232174716718271,-0.02289562289562319,-0.02747474747474765,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2024_03,ECB,2024-03-07,-1.012121212121212,0.2181818181818182,-1.1717171717171715,-1.1742746630528305,0.064742159096008,0.0579000536654406,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2024_04,ECB,2024-04-11,-1.3191461188952394,-0.3070249067740274,-1.1871901204398272,-1.200376914178692,-0.0154729487226557,-0.02610225112586151,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2024_06,ECB,2024-06-06,-1.2551196212427156,0.0640264976525237,-1.1954623174197223,-1.215960824116451,-0.008272196979895119,-0.015583909937759044,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2024_07,ECB,2024-07-18,-1.2463157955004371,0.0088038257422784,-1.2735271785461306,-1.222622175131651,-0.07806486112640831,-0.0066613510152000455,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2024_09,ECB,2024-09-12,-1.2049586776859502,0.0413571178144869,-1.2354646981430344,-1.2113274092914308,0.03806248040309623,0.011294765840220267,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2024_10,ECB,2024-10-17,-1.1485187140210449,0.0564399636649053,-1.1999310624024777,-1.1976966899110997,0.03553363574055668,0.013630719380331113,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2024_12,ECB,2024-12-12,-1.2917703409549826,-0.1432516269339376,-1.2150825775539924,-1.2443048780500616,-0.015151515151514694,-0.04660818813896195,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2025_01,ECB,2025-01-30,-1.0417115454073425,0.2500587955476401,-1.1606668667944566,-1.1980657824687455,0.054415710759535774,0.046239095581316114,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2025_03,ECB,2025-03-06,-1.0939986363898602,-0.0522870909825177,-1.1424935075840617,-1.1712122849932696,0.01817335921039498,0.02685349747547594,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2025_04,ECB,2025-04-17,-1.3231578977502183,-0.2291592613603581,-1.152956026515807,-1.1840193020348997,-0.010462518931745324,-0.01280701704163012,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2025_06,ECB,2025-06-05,-1.2668771944556625,0.0562807032945558,-1.2280112428652468,-1.1943390548298518,-0.07505521634943979,-0.01031975279495212,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2025_07,ECB,2025-07-24,-1.1454545454545453,0.1214226490011172,-1.2451632125534753,-1.1938283600687687,-0.01715196968822852,0.0005106947610831192,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2025_09,ECB,2025-09-11,-1.2215174351042708,-0.0760628896497255,-1.2112830583381595,-1.1821195424269832,0.03388015421531576,0.01170881764178544,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2025_10,ECB,2025-10-30,-1.227703352295673,-0.0061859171914022,-1.1982251109514963,-1.213118176908372,0.013057947386663216,-0.030998634481388843,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2025_12,ECB,2025-12-18,-1.209090909090909,0.018612443204764,-1.2194372321636175,-1.2323002223585464,-0.021212121212121238,-0.019182045450174323,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2026_02,ECB,2026-02-05,-1.170909090909091,0.038181818181818,-1.2025677840985576,-1.2069254212183589,0.016869448065059967,0.02537480114018753,stable,hold,0.0,True,True,-1.0 to 1.0,
ECB_2026_03,ECB,2026-03-19,-3.0432058531217248,-1.8722967622126336,-1.8077352843739083,-1.5029801976627024,-0.6051675002753507,-0.2960547764443435,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
ECB_2026_04,ECB,2026-04-30,-0.8016528925619832,2.241552960559741,-1.6719226121975996,-1.4456799221806087,0.13581267217630866,0.05730027548209371,hawkish_shift,,,,,1.0 to 2.5,
FED_2021_01,FED,2021-01-27,0.4569444444444444,,0.4569444444444444,0.4569444444444444,,,stable,hold,0.0,True,True,,
FED_2021_03,FED,2021-03-17,-0.4375,-0.8944444444444444,0.0097222222222221,0.0097222222222221,-0.4472222222222223,-0.4472222222222223,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2021_04,FED,2021-04-28,-0.4056818181818182,0.0318181818181818,-0.1287457912457912,-0.1287457912457912,-0.1384680134680133,-0.1384680134680133,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2021_06,FED,2021-06-16,-0.4375,-0.0318181818181818,-0.4268939393939394,-0.2059343434343434,-0.29814814814814816,-0.0771885521885522,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2021_07,FED,2021-07-28,0.125,0.5625,-0.2393939393939394,-0.1397474747474748,0.18749999999999997,0.0661868686868686,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2021_09,FED,2021-09-22,-0.9581512338209134,-1.0831512338209133,-0.4235504112736377,-0.2761481012597145,-0.18415647187969827,-0.13640062651223972,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
FED_2021_11,FED,2021-11-03,0.578409090909091,1.5365603247300044,-0.0849140476372741,-0.2559039935156067,0.33863636363636357,0.020244107744107787,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
FED_2021_12,FED,2021-12-15,-0.0874999999999999,-0.6659090909090909,-0.1557473809706074,-0.1975706601822734,-0.07083333333333329,0.05833333333333332,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2022_01,FED,2022-01-26,-0.5068421094065506,-0.4193421094065507,-0.0053110061658198,-0.2144307087197288,0.15043637480478758,-0.016860048537455402,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2022_03,FED,2022-03-16,0.5559867965279438,1.0628289059344944,-0.0127851042928689,-0.0488495759650715,-0.0074740981270491,0.1655811327546573,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
FED_2022_05,FED,2022-05-04,2.3625000000000003,1.8065132034720564,0.8038815623737978,0.3240670907015952,0.8166666666666668,0.3729166666666667,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
FED_2022_06,FED,2022-06-15,2.0471679166426284,-0.3153320833573718,1.655218237723524,0.8249536157788522,0.8513366753497262,0.500886525077257,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2022_07,FED,2022-07-27,0.0628289059344942,-1.9843390107081345,1.490832274192374,0.7390235849497526,-0.16438596353114998,-0.08593003082909956,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
FED_2022_09,FED,2022-09-21,2.0210714323202126,1.9582425263857184,1.3770227516324451,1.0904521570031214,-0.11380952255992893,0.35142857205336875,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
FED_2022_11,FED,2022-11-02,1.5517857142857143,-0.4692857180344982,1.211895350846807,1.4335567942851657,-0.16512740078563803,0.3431046372820443,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2022_12,FED,2022-12-14,2.020833333333333,0.4690476190476187,1.8645634933130868,1.6776978837527303,0.6526681424662797,0.24414108946756463,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2023_02,FED,2023-02-01,1.2979166666666668,-0.7229166666666662,1.6235119047619049,1.500267328197175,-0.24105158855118192,-0.1774305555555553,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2023_03,FED,2023-03-22,2.518863593423021,1.2209469267563542,1.9458711978076733,1.5788832743272403,0.3223592930457684,0.07861594613006528,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
FED_2023_05,FED,2023-05-03,2.517788778318947,-0.001074815104074,2.1115230128028784,1.9880432530579824,0.1656518149952051,0.40915997873074206,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2023_06,FED,2023-06-14,3.1399437510817347,0.6221549727627878,2.7255320409412342,2.174521972851569,0.6140090281383559,0.18647871979358666,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2023_07,FED,2023-07-26,2.9052632821965183,-0.2346804688852164,2.8543319371990665,2.40010156750337,0.12879989625783228,0.22557959465180089,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2023_09,FED,2023-09-20,1.3808008760596509,-1.5244624061368677,2.475335969779301,2.2934294912910898,-0.3789959674197654,-0.10667207621228014,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
FED_2023_11,FED,2023-11-01,2.109356683712272,0.7285558076526213,2.1318069473228136,2.428669494132024,-0.34352902245648753,0.13524000284093418,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2023_12,FED,2023-12-13,0.8227914066556506,-1.2865652770566216,1.4376496554758578,2.1459907963374625,-0.6941572918469558,-0.28267869779456145,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
FED_2024_01,FED,2024-01-31,-0.3974291815796438,-1.2202205882352946,0.8449063029294263,1.6601211363543638,-0.5927433525464315,-0.4858696599830987,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
FED_2024_03,FED,2024-03-20,-0.8587047159058129,-0.4612755343261691,-0.1444474969432688,0.9936797251897724,-0.9893537998726951,-0.6664414111645913,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2024_05,FED,2024-05-01,-0.8830193914540106,-0.0243146755481977,-0.7130510963131559,0.362299279581351,-0.568603599369887,-0.6313804456084214,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2024_06,FED,2024-06-12,-1.1649081426585883,-0.2818887512045777,-0.968877416672804,-0.0619855568716887,-0.25582632035964814,-0.4242848364530397,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2024_07,FED,2024-07-31,-0.2631168270345682,0.9017913156240202,-0.7703481203823892,-0.4573978086628288,0.19852929629041483,-0.3954122517911401,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2024_09,FED,2024-09-18,-0.8993961730921683,-0.6362793460576002,-0.7758070475951085,-0.7444290719541321,-0.0054589272127193444,-0.2870312632913033,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2024_11,FED,2024-11-07,-0.7218750000000003,0.177521173092168,-0.6281293333755791,-0.7985033750241914,0.14767771421952947,-0.05407430307005934,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2024_12,FED,2024-12-18,-0.7083333333333334,0.0135416666666668,-0.7765348354751676,-0.773441477928778,-0.14840550209958847,0.0250618970954134,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2025_01,FED,2025-01-29,-0.5729145644592939,0.1354187688740394,-0.6677076325975427,-0.7217573400963254,0.10882720287762482,0.051684137832452626,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2025_03,FED,2025-03-19,-0.113024145533973,0.4598904189253209,-0.4647573477755335,-0.5464433405755562,0.20295028482200922,0.1753139995207692,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2025_05,FED,2025-05-07,-0.427995301373102,-0.314971155839129,-0.3713113371221231,-0.5739230862986452,0.0934460106534104,-0.027479745723088977,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2025_06,FED,2025-06-18,0.395964869465644,0.8239601708387461,-0.0483515258138104,-0.3580295792056764,0.3229598113083127,0.21589350709296878,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2025_07,FED,2025-07-30,0.15,-0.245964869465644,0.0393231893641805,-0.2127170792056763,0.0876747151779909,0.1453125000000001,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2025_08,FED,2025-08-22,-0.0017225000917835,-0.1517225000917835,0.18141412312462,-0.0949486069987513,0.1420909337604395,0.11776847220692502,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2025_09,FED,2025-09-17,-1.3256735767735215,-1.323951076681738,-0.3924653589551019,-0.2204084423844559,-0.5738794820797218,-0.1254598353857046,dovish_shift,hold,0.0,False,False,-2.5 to -1.0,
FED_2025_10,FED,2025-10-29,-1.2870113103409309,0.0386622664325906,-0.8714691290687454,-0.4160729698522822,-0.47900377011364353,-0.1956645274678263,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2025_12,FED,2025-12-10,-1.153737778015585,0.1332735323253457,-1.2554742217100126,-0.5370300492926962,-0.38400509264126714,-0.12095707944041395,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2026_01,FED,2026-01-28,-1.1351316229310753,0.0186061550845098,-1.191960237095864,-0.7922127980254826,0.06351398461414859,-0.25518274873278646,stable,hold,0.0,True,True,-1.0 to 1.0,
FED_2026_03,FED,2026-03-18,-0.042854765055387,1.0922768578756883,-0.7772413886673494,-0.8243552588680472,0.4147188484285146,-0.03214246084256456,hawkish_shift,hold,0.0,False,False,1.0 to 2.5,
FED_2026_04,FED,2026-04-29,-0.157027680140696,-0.114172915085309,-0.4450046893757196,-0.8502394555428658,0.3322366992916298,-0.02588419667481867,stable,,,,,-1.0 to 1.0,
NORGES_BANK_2021_06_A,NORGES_BANK,2021-06-01,0.0,,0.0,0.0,,,stable,unknown,,False,,,
NORGES_BANK_2021_06_B,NORGES_BANK,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
NORGES_BANK_2021_06_C,NORGES_BANK,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
NORGES_BANK_2022_06_A,NORGES_BANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
NORGES_BANK_2022_06_B,NORGES_BANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
NORGES_BANK_2022_06_C,NORGES_BANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,stable,hold,0.0,True,True,-1.0 to 1.0,
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,0.0231404958677685,0.0231404958677685,0.0077134986225895,0.0038567493112947,0.0077134986225895,0.0038567493112947,stable,unknown,,False,,-1.0 to 1.0,
NORGES_BANK_2023_06_A,NORGES_BANK,2023-06-01,0.0,-0.0231404958677685,0.0077134986225895,0.0038567493112947,0.0,0.0,stable,unknown,,False,,-1.0 to 1.0,
