meeting_id,bank,meeting_date,meeting_cycle_score,hawkometer_signal,hawkometer_signal_strength,decision,rate_change_bps,next_decision,next_rate_change_bps,same_meeting_direction_correct,next_meeting_direction_correct,absolute_error_bps,signal_hit_rate_by_bank,hit_rate_by_signal_type,validation_note
ECB_2024_12,ECB,2024-12-12,-1.2917703409549826,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2025_01,ECB,2025-01-30,-1.0417115454073425,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2025_03,ECB,2025-03-06,-1.0939986363898602,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2025_04,ECB,2025-04-17,-1.3231578977502183,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2025_06,ECB,2025-06-05,-1.2668771944556625,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2025_07,ECB,2025-07-24,-1.1454545454545453,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2025_09,ECB,2025-09-11,-1.2215174351042708,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2025_10,ECB,2025-10-30,-1.227703352295673,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2025_12,ECB,2025-12-18,-1.209090909090909,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2026_02,ECB,2026-02-05,-1.170909090909091,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2026_03,ECB,2026-03-19,-3.0432058531217248,dovish,strong_dovish,hold,0.0,hold,0.0,False,False,25.0,0.2558139534883721,0.12,
ECB_2026_04,ECB,2026-04-30,-0.8016528925619832,neutral,neutral,hold,0.0,,,True,,0.0,0.2558139534883721,0.8,
FED_2021_01,FED,2021-01-27,0.4569444444444444,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2021_03,FED,2021-03-17,-0.4375,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2021_04,FED,2021-04-28,-0.4056818181818182,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2021_06,FED,2021-06-16,-0.4375,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2021_07,FED,2021-07-28,0.125,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2021_09,FED,2021-09-22,-0.9581512338209134,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2021_11,FED,2021-11-03,0.578409090909091,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2021_12,FED,2021-12-15,-0.0874999999999999,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2022_01,FED,2022-01-26,-0.5068421094065506,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2022_03,FED,2022-03-16,0.5559867965279438,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2022_05,FED,2022-05-04,2.3625000000000003,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2022_06,FED,2022-06-15,2.0471679166426284,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2022_07,FED,2022-07-27,0.0628289059344942,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2022_09,FED,2022-09-21,2.0210714323202126,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2022_11,FED,2022-11-02,1.5517857142857143,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2022_12,FED,2022-12-14,2.020833333333333,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2023_02,FED,2023-02-01,1.2979166666666668,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2023_03,FED,2023-03-22,2.518863593423021,hawkish,strong_hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2023_05,FED,2023-05-03,2.517788778318947,hawkish,strong_hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2023_06,FED,2023-06-14,3.1399437510817347,hawkish,strong_hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2023_07,FED,2023-07-26,2.9052632821965183,hawkish,strong_hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2023_09,FED,2023-09-20,1.3808008760596509,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2023_11,FED,2023-11-01,2.109356683712272,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.3333333333333333,
FED_2023_12,FED,2023-12-13,0.8227914066556506,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2024_01,FED,2024-01-31,-0.3974291815796438,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2024_03,FED,2024-03-20,-0.8587047159058129,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2024_05,FED,2024-05-01,-0.8830193914540106,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2024_06,FED,2024-06-12,-1.1649081426585883,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.12,
FED_2024_07,FED,2024-07-31,-0.2631168270345682,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2024_09,FED,2024-09-18,-0.8993961730921683,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2024_11,FED,2024-11-07,-0.7218750000000003,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2024_12,FED,2024-12-18,-0.7083333333333334,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2025_01,FED,2025-01-29,-0.5729145644592939,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2025_03,FED,2025-03-19,-0.113024145533973,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2025_05,FED,2025-05-07,-0.427995301373102,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2025_06,FED,2025-06-18,0.395964869465644,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2025_07,FED,2025-07-30,0.15,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2025_08,FED,2025-08-22,-0.0017225000917835,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2025_09,FED,2025-09-17,-1.3256735767735215,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.12,
FED_2025_10,FED,2025-10-29,-1.2870113103409309,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.12,
FED_2025_12,FED,2025-12-10,-1.153737778015585,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.12,
FED_2026_01,FED,2026-01-28,-1.1351316229310753,dovish,dovish,hold,0.0,hold,0.0,False,False,25.0,0.6136363636363636,0.12,
FED_2026_03,FED,2026-03-18,-0.042854765055387,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.6136363636363636,0.8,
FED_2026_04,FED,2026-04-29,-0.157027680140696,neutral,neutral,hold,0.0,,,True,,0.0,0.6136363636363636,0.8,
NORGES_BANK_2021_06_A,NORGES_BANK,2021-06-01,0.0,neutral,neutral,unknown,,unknown,,,,,0.8,0.8,
NORGES_BANK_2021_06_B,NORGES_BANK,2021-06-01,0.0,neutral,neutral,unknown,,unknown,,,,,0.8,0.8,
NORGES_BANK_2021_06_C,NORGES_BANK,2021-06-01,0.0,neutral,neutral,unknown,,hold,0.0,,True,,0.8,0.8,
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,0.0,neutral,neutral,hold,0.0,unknown,,True,,0.0,0.8,0.8,
NORGES_BANK_2022_06_A,NORGES_BANK,2022-06-01,0.0,neutral,neutral,unknown,,unknown,,,,,0.8,0.8,
NORGES_BANK_2022_06_B,NORGES_BANK,2022-06-01,0.0,neutral,neutral,unknown,,unknown,,,,,0.8,0.8,
NORGES_BANK_2022_06_C,NORGES_BANK,2022-06-01,0.0,neutral,neutral,unknown,,hold,0.0,,True,,0.8,0.8,
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,0.0231404958677685,neutral,neutral,hold,0.0,unknown,,True,,0.0,0.8,0.8,
NORGES_BANK_2023_06_A,NORGES_BANK,2023-06-01,0.0,neutral,neutral,unknown,,unknown,,,,,0.8,0.8,
NORGES_BANK_2023_06_B,NORGES_BANK,2023-06-01,0.0,neutral,neutral,unknown,,unknown,,,,,0.8,0.8,
NORGES_BANK_2023_06_C,NORGES_BANK,2023-06-01,0.0,neutral,neutral,unknown,,hike,50.0,,False,,0.8,0.8,
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,0.0,neutral,neutral,hike,50.0,unknown,,False,,50.0,0.8,0.8,
NORGES_BANK_2024_06_D,NORGES_BANK,2024-07-24,0.1692307692307692,neutral,neutral,hold,0.0,unknown,,True,,0.0,0.8,0.8,
NORGES_BANK_2025_06_C,NORGES_BANK,2025-06-01,0.0,neutral,neutral,unknown,,hold,0.0,,True,,0.8,0.8,
NORGES_BANK_2025_06_D,NORGES_BANK,2026-01-29,0.3,neutral,neutral,hold,0.0,unknown,,True,,0.0,0.8,0.8,
RBA_2021_02,RBA,2021-02-02,-0.0375,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_03,RBA,2021-03-02,-0.41875,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_04,RBA,2021-04-06,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_05,RBA,2021-05-04,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_06,RBA,2021-06-01,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_07,RBA,2021-07-06,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_08,RBA,2021-08-03,-0.4375,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_09,RBA,2021-09-07,-0.4725,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_10,RBA,2021-10-05,0.4375,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_11,RBA,2021-11-02,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2021_12,RBA,2021-12-07,0.0,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2022_02,RBA,2022-02-01,-0.4596679166426281,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2022_03,RBA,2022-03-01,0.725,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2022_04,RBA,2022-04-05,0.0,neutral,neutral,hold,0.0,hike,25.0,True,False,0.0,0.5,0.8,
RBA_2022_05,RBA,2022-05-03,0.4540414066556504,neutral,neutral,hike,25.0,hike,50.0,False,False,25.0,0.5,0.8,
RBA_2022_06,RBA,2022-06-07,-0.2604458055350961,neutral,neutral,hike,50.0,hike,50.0,False,False,50.0,0.5,0.8,
RBA_2022_07,RBA,2022-07-05,0.0,neutral,neutral,hike,50.0,hike,50.0,False,False,50.0,0.5,0.8,
RBA_2022_08,RBA,2022-08-02,0.1416666666666667,neutral,neutral,hike,50.0,hike,50.0,False,False,50.0,0.5,0.8,
RBA_2022_09,RBA,2022-09-06,-0.7184210940655059,neutral,neutral,hike,50.0,hike,25.0,False,False,50.0,0.5,0.8,
RBA_2022_10,RBA,2022-10-04,0.4540414066556504,neutral,neutral,hike,25.0,hike,25.0,False,False,25.0,0.5,0.8,
RBA_2022_11,RBA,2022-11-01,0.5333333333333334,neutral,neutral,hike,25.0,hike,25.0,False,False,25.0,0.5,0.8,
RBA_2022_12,RBA,2022-12-06,0.1666666666666666,neutral,neutral,hike,25.0,hike,25.0,False,False,25.0,0.5,0.8,
RBA_2023_02,RBA,2023-02-07,0.125,neutral,neutral,hike,25.0,hike,25.0,False,False,25.0,0.5,0.8,
RBA_2023_03,RBA,2023-03-07,3.876221875540868,hawkish,strong_hawkish,hike,25.0,hold,0.0,True,False,0.0,0.5,0.3333333333333333,
RBA_2023_04,RBA,2023-04-04,2.1300000000000003,hawkish,hawkish,hold,0.0,hike,25.0,False,True,25.0,0.5,0.3333333333333333,
RBA_2023_05,RBA,2023-05-02,2.0125,hawkish,hawkish,hike,25.0,hike,25.0,True,True,0.0,0.5,0.3333333333333333,
RBA_2023_06,RBA,2023-06-06,1.2125,hawkish,hawkish,hike,25.0,hold,0.0,True,False,0.0,0.5,0.3333333333333333,
RBA_2023_07,RBA,2023-07-04,3.2387218755408678,hawkish,strong_hawkish,hold,0.0,hold,0.0,False,False,25.0,0.5,0.3333333333333333,
RBA_2023_08,RBA,2023-08-01,2.12717822215998,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.5,0.3333333333333333,
RBA_2023_09,RBA,2023-09-05,1.6625000000000003,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.5,0.3333333333333333,
RBA_2023_10,RBA,2023-10-03,2.155,hawkish,hawkish,hold,0.0,hike,25.0,False,True,25.0,0.5,0.3333333333333333,
RBA_2023_11,RBA,2023-11-07,2.203571428571429,hawkish,hawkish,hike,25.0,hike,25.0,True,True,0.0,0.5,0.3333333333333333,
RBA_2023_12,RBA,2023-12-05,2.1833333333333336,hawkish,hawkish,hike,25.0,hold,0.0,True,False,0.0,0.5,0.3333333333333333,
RBA_2024_02,RBA,2024-02-06,0.03125,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2024_03,RBA,2024-03-19,1.8000000000000005,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.5,0.3333333333333333,
RBA_2024_05,RBA,2024-05-07,0.5750000000000001,neutral,neutral,hold,0.0,hold,0.0,True,True,0.0,0.5,0.8,
RBA_2024_06,RBA,2024-06-18,3.404436146260018,hawkish,strong_hawkish,hold,0.0,hold,0.0,False,False,25.0,0.5,0.3333333333333333,
RBA_2024_08,RBA,2024-08-06,3.5659098757716383,hawkish,strong_hawkish,hold,0.0,hold,0.0,False,False,25.0,0.5,0.3333333333333333,
RBA_2024_09,RBA,2024-09-24,2.4718750000000003,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.5,0.3333333333333333,
RBA_2024_11,RBA,2024-11-05,1.8427529515563572,hawkish,hawkish,hold,0.0,hold,0.0,False,False,25.0,0.5,0.3333333333333333,
RBA_2024_12,RBA,2024-12-10,1.2164097768037434,hawkish,hawkish,hold,0.0,cut,-25.0,False,False,25.0,0.5,0.3333333333333333,
RBA_2025_02,RBA,2025-02-18,1.0016308361475514,hawkish,hawkish,cut,-25.0,hold,0.0,False,False,50.0,0.5,0.3333333333333333,
RBA_2025_04,RBA,2025-04-01,-0.2002632034720564,neutral,neutral,hold,0.0,cut,-25.0,True,False,0.0,0.5,0.8,
RBA_2025_05,RBA,2025-05-20,-0.9304736875252404,neutral,neutral,cut,-25.0,hold,0.0,False,True,25.0,0.5,0.8,
