bank,meeting_date,meeting_id,qc_priority,needs_review,review_reason,current_decision,current_rate_change_bps,current_policy_rate_after,current_confidence,extraction_method,suggested_decision,suggested_rate_change_bps,suggested_policy_rate_after,suggested_confidence,suggestion_reason,matched_pattern,matched_excerpt,full_context,context_status,source_doc_id,source_title,source_url,text_file,approved,final_decision,final_rate_change_bps,final_policy_rate_after,final_confidence,reviewer_notes
NORGES_BANK,2023-06-01,NORGES_BANK_2023_06_A,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport 1/2023 DATE: 01/06/2023 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-12023/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== ! Javascript er skrudd av Pga av dette vil deler av innholdet på dette nettstedet ikke vises. Pengepolitisk rapport Pengepolitisk rapport 1/2023 Les rapporten her (nettformat) Serie: Pengepolitisk rapport Nummer: 1/2023 Pengepolitisk rapport 1/2023 (pdf) Tallsett til figurer PPR 1/2023 (xlsx) Tallsett til tabeller PPR 1/2023 (xlsx) I versjonen av PPR som ble publisert klokken 10.00 den 23. mars viste tabell 2A sesongjusterte tall for prisveksten. Tabellen er nå endret til å vise ujusterte tall. I tabell 3 er ""Etterspørsel fra Fastlands-Norge"" i 2026 endret fra 0,0 til 1,8 prosent. Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Publisert 23. mars 2023 10:00 Sist endret 24. mars 2023 13:05 Skriv ut Publisert 23. mars 2023 10:00 Sist endret 24. mars 2023 13:05 Skriv ut",full_context_loaded,DOC_33FC79FF4FEE,Pengepolitisk rapport 1/2023,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-12023/,data\NORGES_BANK\Monetary Policy\2023-06-01 - Pengepolitisk rapport 1_2023.txt,false,unknown,,,0.0,
NORGES_BANK,2023-06-01,NORGES_BANK_2023_06_B,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport 2/2023 DATE: 01/06/2023 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-22023/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== ! Javascript er skrudd av Pga av dette vil deler av innholdet på dette nettstedet ikke vises. Pengepolitisk rapport Pengepolitisk rapport 2/2023 Les rapporten her (nettformat) Serie: Pengepolitisk rapport Nummer: 2/2023 Pengepolitisk rapport 2/2023 (pdf) Tallsett til figurene (xlsx) Anslag på makroøkonomiske hovedstørrelser (xlsx) Filen ""Anslag på makroøkonomiske hovedstørrelser"" ble rettet kl 10.05 den 22. juni. Rentebeslutningen - juni 2023 Neste Pengepolitisk rapport legges fram 21. september 2023 Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Publisert 22. juni 2023 10:00 Sist endret 22. juni 2023 10:05 Skriv ut Publisert 22. juni 2023 10:00 Sist endret 22. juni 2023 10:05 Skriv ut",full_context_loaded,DOC_6AEB34A51607,Pengepolitisk rapport 2/2023,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-22023/,data\NORGES_BANK\Monetary Policy\2023-06-01 - Pengepolitisk rapport 2_2023.txt,false,unknown,,,0.0,
NORGES_BANK,2023-06-01,NORGES_BANK_2023_06_C,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport 3/2023 DATE: 01/06/2023 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-32023/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== ! Javascript er skrudd av Pga av dette vil deler av innholdet på dette nettstedet ikke vises. Pengepolitisk rapport Pengepolitisk rapport 3/2023 Les rapporten her (nettformat) Serie: Pengepolitisk rapport Nummer: 3/2023 Last ned rapporten (pdf) Tallsett til figurene (xlsx) Anslag på makroøkonomiske hovedstørrelser (xlsx) Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Publisert 21. september 2023 10:00 Skriv ut Publisert 21. september 2023 10:00 Skriv ut",full_context_loaded,DOC_4396EC6C2C7A,Pengepolitisk rapport 3/2023,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-32023/,data\NORGES_BANK\Monetary Policy\2023-06-01 - Pengepolitisk rapport 3_2023.txt,false,unknown,,,0.0,
NORGES_BANK,2024-06-01,NORGES_BANK_2024_06_A,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,,context_missing_text_file,DOC_1E5D9F89672B,Pengepolitisk rapport 1/2024,,,false,unknown,,,0.0,
NORGES_BANK,2024-06-01,NORGES_BANK_2024_06_B,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,,context_missing_text_file,DOC_B99C89C85DB7,Pengepolitisk rapport 2/2024,,,false,unknown,,,0.0,
NORGES_BANK,2024-06-01,NORGES_BANK_2024_06_C,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,,context_missing_text_file,DOC_22CC47E6D716,Pengepolitisk rapport 3/2024,,,false,unknown,,,0.0,
NORGES_BANK,2025-06-01,NORGES_BANK_2025_06_A,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,,context_missing_text_file,DOC_ABCB5E321797,Pengepolitisk rapport 1/2025,,,false,unknown,,,0.0,
NORGES_BANK,2025-06-01,NORGES_BANK_2025_06_B,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,,context_missing_text_file,DOC_1C52F656770B,Pengepolitisk rapport 2/2025,,,false,unknown,,,0.0,
NORGES_BANK,2025-06-01,NORGES_BANK_2025_06_C,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport 3/2025 DATE: 01/06/2025 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2025/pengepolitisk-rapport-32025/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== Tallsett til Pengepolitisk rapport 3/2025 (xlsx) Anslag på makroøkonomiske hovedstørrelser Hovedinnhold i rapporten Komiteens vurderinger Kapittel 1: Hovedbildet Kapittel 2: Forutsetninger og anslag Kapittel 3: Pengepolitisk analyse Utdypinger med tallsett I hvor stor grad påvirker internasjonale impulser norsk økonomi? Yngre og eldre har særlig bidratt til økt sysselsetting Tallsett til figurer i utdypinger (xlsx) Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Serie: Pengepolitisk rapport Nummer: 3/2025 Publisert: 18. september 2025 10:00",full_context_loaded,DOC_A4D44C5DD817,Pengepolitisk rapport 3/2025,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2025/pengepolitisk-rapport-32025/,data\NORGES_BANK\Monetary Policy\2025-06-01 - Pengepolitisk rapport 3_2025.txt,false,unknown,,,0.0,
NORGES_BANK,2026-06-01,NORGES_BANK_2026_06,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,,context_missing_text_file,DOC_653DFD4C0D4B,Pengepolitisk rapport 1/2026,,,false,unknown,,,0.0,
RIKSBANK,2022-06-01,RIKSBANK_2022_06_A,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,hike,,,0.75,strong hike keyword,\bdecided\s+to\s+(?:increase|raise)\b,"TEXT START ==== Monetary Policy Report, April 2022 Inflation has risen to the highest level since the 1990s and will be high for some time. To counteract the high inflation from becoming entrenched in price and wage-setting, the Executive Board has decided to raise the repo rate from zero to 0.25 per cent. The Board's forecast is that the repo rate will be raised gradually going forward and that it will be somewhat below 2 per cent in three years' time. The Executive Board has also decided to reduce the pace o","BANK: RIKSBANK CATEGORY: Monetary Policy TITLE: Monetary Policy Report April 2022 DATE: 01/06/2022 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-april-2022/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== Monetary Policy Report, April 2022 Inflation has risen to the highest level since the 1990s and will be high for some time. To counteract the high inflation from becoming entrenched in price and wage-setting, the Executive Board has decided to raise the repo rate from zero to 0.25 per cent. The Board's forecast is that the repo rate will be raised gradually going forward and that it will be somewhat below 2 per cent in three years' time. The Executive Board has also decided to reduce the pace of the Riksbank's asset purchases during the second half of the year, so that the holding starts to decrease, and that the Riksbank will cease purchasing treasury bills as of 28 April. In this way, monetary policy is adapted so that inflation returns to the target. Email Share by email - Open in new window facebook Share on Facebook - Open in new window Linkedin Share on LinkedIn - Open in new window bluesky Share on Bluesky - Open in new window copy url Share on Twitter - Open in new window Repo rate 0.25 % Applies from 4 May 2022 Repo rate, table In brief - Monetary policy April 2022 The global economy is still affected by the major disruption caused by the pandemic. In addition there is now Russia’s invasion of Ukraine. The war has caused",full_context_loaded,DOC_9735DC394321,Monetary Policy Report April 2022,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-april-2022/,data\RIKSBANK\Monetary Policy\2022-06-01 - Monetary Policy Report April 2022.txt,false,hike,,,0.75,
